customer_id,joined,segment,country
SYN000000048,2015-12-24T14:22:57.944,CORPORATE,SG
SYN000000049,2024-03-20T01:09:03.612,PRIORITY,SG
SYN000000050,2025-01-02T03:50:55.652,CORPORATE,SG
SYN000000051,2023-06-06T13:12:06.132,RETAIL,SG
SYN000000052,2025-08-16T01:25:13.415,PRIORITY,SG
SYN000000053,2020-09-19T10:46:05.363,RETAIL,IN
SYN000000054,2021-10-10T14:57:02.797,RETAIL,SG
SYN000000055,2024-10-16T22:15:34.788,PRIORITY,SG
SYN000000056,2015-10-25T05:04:35.069,RETAIL,SG
SYN000000057,2018-09-19T19:23:06.703,RETAIL,SG
SYN000000058,2019-04-05T11:08:38.105,CORPORATE,SG
SYN000000059,2025-09-04T21:13:07.236,RETAIL,SG
SYN000000060,2025-04-30T21:36:01.733,PRIORITY,MY
SYN000000061,2015-11-12T08:38:30.549,RETAIL,SG
SYN000000062,2019-03-15T23:41:45.787,RETAIL,SG
SYN000000063,2017-01-18T07:41:45.845,RETAIL,HK
SYN000000064,2019-01-25T00:05:00.025,RETAIL,SG
SYN000000065,2023-06-25T03:38:10.835,PRIORITY,SG
SYN000000066,2016-02-23T18:44:43.149,RETAIL,SG
SYN000000067,2016-02-07T10:23:34.749,PRIORITY,IN
SYN000000068,2023-02-28T16:31:55.216,RETAIL,MY
SYN000000069,2021-12-02T00:22:31.563,RETAIL,SG
SYN000000070,2024-07-30T12:03:55.292,RETAIL,MY
SYN000000071,2024-10-21T15:06:25.592,RETAIL,SG
SYN000000072,2024-11-30T06:41:04.074,PRIORITY,MY
SYN000000073,2022-02-27T09:35:18.108,RETAIL,SG
SYN000000074,2017-05-26T03:13:55.510,RETAIL,SG
SYN000000075,2022-10-20T05:13:25.449,PRIORITY,SG
SYN000000076,2017-11-18T06:27:34.513,PRIORITY,MY
SYN000000077,2025-05-15T07:26:07.733,RETAIL,HK
SYN000000078,2023-06-15T10:39:50.739,RETAIL,SG
SYN000000079,2016-06-27T11:55:42.830,PRIORITY,SG
SYN000000080,2017-10-31T11:26:57.079,PRIORITY,IN
SYN000000081,2022-11-29T16:55:03.505,RETAIL,SG
SYN000000082,2021-07-06T09:52:25.909,PRIORITY,SG
SYN000000083,2017-02-26T21:00:43.077,RETAIL,HK
SYN000000084,2015-01-13T20:25:00.051,RETAIL,SG
SYN000000085,2019-05-28T00:54:02.749,RETAIL,MY
SYN000000086,2016-01-19T17:56:47.467,RETAIL,SG
SYN000000087,2024-10-09T22:42:00.708,RETAIL,MY
SYN000000088,2024-10-03T18:16:41.120,RETAIL,IN
SYN000000089,2019-06-09T21:34:08.738,RETAIL,SG
SYN000000090,2017-03-30T16:13:05.724,RETAIL,SG
SYN000000091,2016-08-27T10:08:22.587,RETAIL,MY
SYN000000092,2020-04-05T12:59:10.966,PRIORITY,MY
SYN000000093,2015-10-20T01:19:09.776,RETAIL,HK
SYN000000094,2023-07-28T01:17:20.454,RETAIL,SG
SYN000000095,2021-04-20T00:35:50.982,RETAIL,MY
SYN000000096,2024-07-28T14:10:32.157,RETAIL,HK
SYN000000097,2024-10-11T10:55:17.038,PRIORITY,SG
SYN000000098,2018-05-18T21:15:11.226,CORPORATE,SG
SYN000000099,2015-12-01T06:03:46.832,RETAIL,IN
SYN000000100,2016-12-19T14:59:07.090,RETAIL,SG
SYN000000101,2016-06-13T11:10:40.841,CORPORATE,MY
SYN000000102,2018-03-01T04:35:47.556,RETAIL,SG
SYN000000103,2024-04-24T03:02:02.849,RETAIL,SG
SYN000000104,2022-09-07T22:50:15.243,RETAIL,SG
SYN000000105,2019-04-25T13:03:20.374,RETAIL,SG
SYN000000106,2017-11-15T09:45:33.499,RETAIL,MY
SYN000000107,2017-12-16T21:11:41.664,RETAIL,SG
SYN000000108,2019-03-22T20:00:49.290,RETAIL,HK
SYN000000109,2020-02-17T19:54:21.936,RETAIL,SG
SYN000000110,2021-08-31T05:12:07.917,PRIORITY,SG
SYN000000111,2024-02-03T03:14:15.766,RETAIL,SG
SYN000000112,2025-10-05T10:57:35.151,RETAIL,SG
SYN000000113,2021-10-04T08:26:00.954,PRIORITY,SG
SYN000000114,2019-11-18T16:04:22.411,PRIORITY,IN
SYN000000115,2022-06-22T17:42:18.542,CORPORATE,MY
SYN000000116,2024-07-06T04:49:00.349,PRIORITY,MY
SYN000000117,2018-01-24T03:10:20.730,PRIORITY,MY
SYN000000118,2018-06-22T05:02:00.313,RETAIL,SG
SYN000000119,2015-07-02T03:54:51.929,RETAIL,SG
SYN000000120,2024-03-04T21:49:08.900,RETAIL,SG
SYN000000121,2025-08-03T20:28:09.637,RETAIL,MY
SYN000000122,2020-08-03T07:59:06.594,RETAIL,IN
SYN000000123,2020-02-28T07:12:13.933,CORPORATE,SG
SYN000000124,2021-05-13T02:45:09.083,RETAIL,HK
SYN000000125,2023-07-10T16:36:16.283,CORPORATE,MY
SYN000000126,2018-07-25T08:32:17.652,RETAIL,SG
SYN000000127,2019-03-15T10:13:14.959,PRIORITY,HK
SYN000000128,2020-03-30T03:00:58.075,RETAIL,SG
SYN000000129,2024-03-22T15:09:38.155,RETAIL,IN
SYN000000130,2018-08-17T03:29:27.013,CORPORATE,SG
SYN000000131,2022-07-24T05:47:13.399,RETAIL,MY
SYN000000132,2016-10-14T22:41:22.860,RETAIL,MY
SYN000000133,2022-03-19T19:37:01.914,RETAIL,SG
SYN000000134,2018-07-20T09:12:39.053,RETAIL,MY
SYN000000135,2019-04-08T15:57:47.452,RETAIL,SG
SYN000000136,2016-03-22T11:39:09.728,RETAIL,IN
SYN000000137,2018-12-17T01:44:46.765,PRIORITY,SG
SYN000000138,2016-07-17T18:44:43.643,PRIORITY,SG
SYN000000139,2017-02-10T17:05:47.311,PRIORITY,SG
SYN000000140,2021-07-11T04:08:27.977,RETAIL,IN
SYN000000141,2020-06-06T05:23:27.905,RETAIL,HK
SYN000000142,2017-08-14T01:02:21.842,PRIORITY,SG
SYN000000143,2025-04-15T13:15:22.262,RETAIL,HK
SYN000000144,2017-06-13T16:04:05.499,PRIORITY,SG
SYN000000145,2022-08-26T09:38:42.721,CORPORATE,HK
SYN000000146,2016-05-11T07:19:45.497,RETAIL,MY
SYN000000147,2023-05-01T09:58:56.577,RETAIL,SG
SYN000000148,2022-11-01T11:34:59.157,PRIORITY,SG
SYN000000149,2025-06-13T18:19:03.677,RETAIL,MY
SYN000000150,2016-11-07T15:03:54.332,CORPORATE,IN
SYN000000151,2021-12-09T20:24:01.176,RETAIL,SG
SYN000000152,2018-01-27T09:09:32.121,RETAIL,SG
SYN000000153,2020-06-26T15:58:14.591,RETAIL,SG
SYN000000154,2020-12-03T09:36:20.028,PRIORITY,SG
SYN000000155,2016-08-02T08:21:46.849,RETAIL,SG
SYN000000156,2022-02-28T01:02:50.217,PRIORITY,SG
SYN000000157,2016-08-23T13:57:27.724,CORPORATE,SG
SYN000000158,2020-03-01T14:49:30.429,RETAIL,SG
SYN000000159,2021-12-09T23:43:11.013,RETAIL,SG
SYN000000160,2018-08-10T04:42:31.890,RETAIL,SG
SYN000000161,2024-08-13T08:50:33.830,PRIORITY,SG
SYN000000162,2025-11-10T22:35:02.756,RETAIL,SG
SYN000000163,2023-04-04T20:48:17.086,PRIORITY,SG
SYN000000164,2016-03-01T10:37:15.099,RETAIL,MY
SYN000000165,2023-08-12T10:09:43.953,RETAIL,SG
SYN000000166,2017-01-02T05:48:28.506,RETAIL,MY
SYN000000167,2025-03-07T00:47:47.282,CORPORATE,HK
SYN000000168,2017-12-21T03:18:24.556,CORPORATE,MY
SYN000000169,2017-07-22T00:31:49.951,CORPORATE,SG
SYN000000170,2023-08-10T05:33:13.239,PRIORITY,HK
SYN000000171,2023-12-31T07:06:12.211,RETAIL,IN
SYN000000172,2018-10-23T12:34:14.900,RETAIL,SG
SYN000000173,2015-08-18T11:18:58.375,PRIORITY,IN
SYN000000174,2018-06-24T05:54:36.446,RETAIL,IN
SYN000000175,2019-07-15T13:22:34.550,PRIORITY,SG
SYN000000176,2021-06-18T17:48:36.741,RETAIL,MY
SYN000000177,2018-01-30T06:59:00.975,RETAIL,SG
SYN000000178,2019-06-03T06:10:34.207,RETAIL,HK
SYN000000179,2021-12-30T17:46:12.470,RETAIL,SG
SYN000000180,2023-11-07T13:21:50.669,RETAIL,MY
SYN000000181,2017-02-25T20:35:56.810,RETAIL,SG
SYN000000182,2020-06-30T11:47:51.098,CORPORATE,MY
SYN000000183,2021-11-07T19:57:56.990,RETAIL,IN
SYN000000184,2025-10-28T10:37:26.443,RETAIL,IN
SYN000000185,2021-03-25T09:55:15.790,PRIORITY,MY
SYN000000186,2015-11-15T19:28:53.514,RETAIL,MY
SYN000000187,2022-04-15T11:59:47.796,RETAIL,MY
SYN000000188,2023-08-17T04:55:03.353,RETAIL,SG
SYN000000189,2022-11-21T09:53:25.174,RETAIL,IN
SYN000000190,2020-02-22T23:11:41.182,PRIORITY,SG
SYN000000191,2021-03-11T22:21:42.351,RETAIL,HK
SYN000000192,2023-11-04T09:16:39.053,RETAIL,HK
SYN000000193,2019-08-25T22:45:40.521,CORPORATE,SG
SYN000000194,2022-09-28T20:43:10.932,RETAIL,IN
SYN000000195,2016-07-23T03:01:20.497,PRIORITY,SG
SYN000000196,2016-08-22T00:10:58.547,RETAIL,SG
SYN000000197,2016-12-18T22:05:56.375,RETAIL,SG
SYN000000198,2025-04-30T19:56:16.431,RETAIL,SG
SYN000000199,2020-04-20T06:05:10.610,RETAIL,IN
SYN000000200,2025-01-23T13:14:55.380,RETAIL,MY
SYN000000201,2020-07-29T21:51:48.832,RETAIL,SG
SYN000000202,2017-04-11T14:21:29.629,CORPORATE,SG
SYN000000203,2023-05-13T22:49:47.479,RETAIL,SG
SYN000000204,2022-12-06T15:39:30.265,CORPORATE,SG
SYN000000205,2015-05-03T09:16:17.608,PRIORITY,HK
SYN000000206,2016-03-11T00:46:04.050,PRIORITY,SG
SYN000000207,2015-09-15T05:18:37.991,RETAIL,IN
SYN000000208,2015-03-08T00:13:19.026,RETAIL,MY
SYN000000209,2018-05-23T07:15:48.907,PRIORITY,MY
SYN000000210,2025-01-24T07:25:03.652,RETAIL,HK
SYN000000211,2015-10-06T15:17:53.035,PRIORITY,SG
SYN000000212,2016-01-10T16:36:41.550,RETAIL,IN
SYN000000213,2017-09-11T04:53:37.903,RETAIL,SG
SYN000000214,2021-08-30T20:07:41.450,RETAIL,MY
SYN000000215,2024-06-17T18:07:00.069,RETAIL,SG
SYN000000216,2023-12-10T08:44:16.531,RETAIL,SG
SYN000000217,2021-06-02T14:42:00.553,RETAIL,MY
SYN000000218,2018-08-20T18:31:06.656,RETAIL,SG
SYN000000219,2023-02-16T23:11:50.540,RETAIL,HK
SYN000000220,2024-04-22T14:37:11.109,CORPORATE,MY
SYN000000221,2024-08-18T15:00:25.571,RETAIL,SG
SYN000000222,2024-11-07T01:48:59.648,RETAIL,SG
SYN000000223,2025-02-19T06:28:42.507,RETAIL,SG
SYN000000224,2016-08-21T22:38:20.019,RETAIL,SG
SYN000000225,2024-08-26T02:42:48.328,RETAIL,SG
SYN000000226,2018-11-01T08:41:57.047,CORPORATE,HK
SYN000000227,2017-04-11T01:22:37.164,RETAIL,IN
SYN000000228,2015-05-12T18:53:26.968,CORPORATE,SG
SYN000000229,2024-10-07T05:43:42.383,RETAIL,SG
SYN000000230,2021-06-10T20:37:17.745,RETAIL,SG
SYN000000231,2018-10-11T23:51:43.648,RETAIL,SG
SYN000000232,2017-01-09T02:29:21.945,RETAIL,SG
SYN000000233,2023-08-26T13:26:25.631,PRIORITY,SG
SYN000000234,2018-03-06T23:02:32.498,RETAIL,SG
SYN000000235,2025-12-15T13:30:03.794,CORPORATE,SG
SYN000000236,2022-01-25T10:38:34.982,RETAIL,IN
SYN000000237,2024-01-07T00:50:45.416,RETAIL,SG
SYN000000238,2023-03-22T22:48:51.301,RETAIL,HK
SYN000000239,2025-01-17T00:20:30.924,RETAIL,MY
SYN000000240,2025-07-09T08:13:14.715,RETAIL,SG
SYN000000241,2018-06-04T10:44:50.519,RETAIL,SG
SYN000000242,2025-04-10T06:26:41.496,RETAIL,SG
SYN000000243,2022-09-24T21:07:14.851,RETAIL,MY
SYN000000244,2016-08-10T21:24:45.905,RETAIL,SG
SYN000000245,2021-11-25T22:48:57.064,RETAIL,SG
SYN000000246,2024-03-14T17:24:25.060,CORPORATE,HK
SYN000000247,2019-08-28T06:04:20.618,RETAIL,SG
SYN000000248,2018-12-12T17:16:29.633,PRIORITY,MY
SYN000000249,2020-10-24T14:42:18.389,RETAIL,MY
SYN000000250,2018-07-02T08:20:23.172,PRIORITY,SG
SYN000000251,2025-04-04T21:37:37.126,RETAIL,SG
SYN000000252,2022-06-22T01:59:34.957,RETAIL,SG
SYN000000253,2019-03-09T00:02:59.153,RETAIL,MY
SYN000000254,2016-06-15T19:13:30.025,CORPORATE,SG
SYN000000255,2024-07-16T22:30:42.464,CORPORATE,SG
SYN000000256,2020-04-05T19:31:15.663,RETAIL,IN
SYN000000257,2024-07-13T08:05:24.818,RETAIL,SG
SYN000000258,2019-12-19T22:54:49.485,RETAIL,HK
SYN000000259,2020-08-28T06:14:16.176,PRIORITY,MY
SYN000000260,2023-05-09T17:36:21.166,RETAIL,SG
SYN000000261,2016-11-19T15:20:53.324,RETAIL,MY
SYN000000262,2020-12-15T18:01:57.312,RETAIL,HK
SYN000000263,2015-10-29T18:16:20.231,PRIORITY,SG
SYN000000264,2017-02-06T18:54:23.952,RETAIL,IN
SYN000000265,2015-12-24T21:35:27.486,RETAIL,SG
SYN000000266,2018-10-14T23:48:47.085,PRIORITY,SG
SYN000000267,2024-11-22T12:57:44.462,PRIORITY,HK
SYN000000268,2021-04-12T09:28:14.978,RETAIL,HK
SYN000000269,2025-01-29T17:47:17.478,RETAIL,SG
SYN000000270,2019-08-19T10:45:43.289,RETAIL,SG
SYN000000271,2015-01-13T04:43:51.118,RETAIL,IN
SYN000000272,2016-03-28T04:00:22.004,RETAIL,SG
SYN000000273,2018-05-08T13:32:08.925,RETAIL,SG
SYN000000274,2022-10-13T01:01:32.638,RETAIL,SG
SYN000000275,2017-02-12T02:31:15.699,RETAIL,SG
SYN000000276,2024-05-25T22:01:19.064,PRIORITY,IN
SYN000000277,2023-04-28T22:59:07.639,RETAIL,SG
SYN000000278,2018-12-25T09:11:04.438,PRIORITY,SG
SYN000000279,2023-09-17T17:03:32.703,RETAIL,SG
SYN000000280,2022-10-24T08:39:45.803,PRIORITY,SG
SYN000000281,2015-03-25T18:44:44.968,RETAIL,SG
SYN000000282,2023-08-27T15:08:23.424,CORPORATE,SG
SYN000000283,2016-11-04T21:23:02.393,CORPORATE,IN
SYN000000284,2025-08-05T20:51:56.666,RETAIL,SG
SYN000000285,2015-08-29T14:47:48.798,PRIORITY,SG
SYN000000286,2015-11-28T09:10:14.197,RETAIL,IN
SYN000000287,2017-08-13T01:56:24.163,RETAIL,MY
SYN000000288,2025-05-20T09:23:25.403,RETAIL,IN
SYN000000289,2025-11-12T19:18:54.328,CORPORATE,SG
SYN000000290,2018-02-09T08:08:07.459,RETAIL,SG
SYN000000291,2024-09-07T03:39:38.390,PRIORITY,SG
SYN000000292,2021-04-23T22:01:47.191,RETAIL,SG
SYN000000293,2018-07-25T12:04:01.379,RETAIL,SG
SYN000000294,2019-09-24T11:00:52.073,RETAIL,SG
SYN000000295,2018-08-14T01:10:18.183,PRIORITY,SG
SYN000000296,2017-10-07T14:14:22.083,RETAIL,IN
SYN000000297,2025-11-19T21:34:04.096,PRIORITY,HK
SYN000000298,2020-02-23T11:33:43.056,CORPORATE,SG
SYN000000299,2021-11-26T03:39:38.027,RETAIL,SG
SYN000000300,2024-11-12T10:36:21.465,CORPORATE,HK
SYN000000301,2023-09-27T09:49:24.626,RETAIL,MY
SYN000000302,2024-09-15T14:08:17.810,RETAIL,SG
SYN000000303,2024-11-27T07:15:07.645,RETAIL,MY
SYN000000304,2018-12-10T13:19:02.524,CORPORATE,SG
SYN000000305,2023-10-18T08:18:49.113,CORPORATE,SG
SYN000000306,2017-02-15T00:07:47.083,CORPORATE,SG
SYN000000307,2021-04-14T03:59:53.017,PRIORITY,SG
SYN000000308,2018-03-29T21:07:46.751,RETAIL,SG
SYN000000309,2016-11-28T02:34:50.536,RETAIL,SG
SYN000000310,2025-03-23T02:10:52.157,PRIORITY,IN
SYN000000311,2023-02-06T08:26:44.697,RETAIL,SG
SYN000000312,2025-03-26T00:09:26.594,CORPORATE,SG
SYN000000313,2015-05-15T06:13:35.961,PRIORITY,IN
SYN000000314,2017-05-13T13:31:05.892,PRIORITY,MY
SYN000000315,2019-05-22T10:13:07.791,RETAIL,SG
SYN000000316,2020-12-23T06:53:23.124,PRIORITY,MY
SYN000000317,2016-11-24T13:31:16.191,RETAIL,SG
SYN000000318,2019-07-29T23:57:45.557,RETAIL,HK
SYN000000319,2018-04-29T22:54:08.926,RETAIL,SG
SYN000000320,2022-03-22T00:16:59.480,CORPORATE,IN
SYN000000321,2016-07-25T08:13:54.086,RETAIL,HK
SYN000000322,2018-03-30T04:16:22.137,RETAIL,SG
SYN000000323,2019-03-18T23:46:09.798,RETAIL,IN
SYN000000324,2022-03-01T11:03:25.352,RETAIL,SG
SYN000000325,2023-02-13T01:14:33.714,RETAIL,IN
SYN000000326,2018-09-04T19:23:57.625,RETAIL,SG
SYN000000327,2019-12-03T23:21:41.123,RETAIL,SG
SYN000000328,2023-08-28T07:00:36.467,PRIORITY,SG
SYN000000329,2022-06-09T03:40:00.412,CORPORATE,MY
SYN000000330,2021-06-21T14:11:32.704,RETAIL,HK
SYN000000331,2017-01-02T20:48:38.792,RETAIL,MY
SYN000000332,2021-09-29T14:10:37.205,RETAIL,IN
SYN000000333,2022-03-22T00:23:58.403,RETAIL,SG
SYN000000334,2022-12-24T19:50:08.565,PRIORITY,SG
SYN000000335,2019-03-21T12:18:34.648,RETAIL,MY
SYN000000336,2020-04-25T19:07:38.268,RETAIL,MY
SYN000000337,2024-09-04T06:15:20.728,RETAIL,SG
SYN000000338,2022-02-07T08:16:36.997,RETAIL,MY
SYN000000339,2016-05-26T10:56:32.606,CORPORATE,IN
SYN000000340,2021-04-19T05:04:18.279,RETAIL,HK
SYN000000341,2022-02-16T21:26:10.270,RETAIL,SG
SYN000000342,2015-02-28T03:43:38.629,RETAIL,SG
SYN000000343,2018-03-24T01:06:18.056,RETAIL,SG
SYN000000344,2021-07-13T11:52:11.346,RETAIL,SG
SYN000000345,2020-02-21T19:38:11.026,RETAIL,SG
SYN000000346,2016-06-02T18:23:15.679,PRIORITY,MY
SYN000000347,2021-06-04T21:58:34.222,RETAIL,SG
SYN000000348,2015-04-01T01:14:37.890,PRIORITY,SG
SYN000000349,2018-04-14T01:10:39.836,RETAIL,MY
SYN000000350,2023-06-13T09:42:50.985,PRIORITY,SG
SYN000000351,2015-06-26T10:24:17.190,RETAIL,SG
SYN000000352,2021-02-28T09:17:42.442,RETAIL,SG
SYN000000353,2016-11-10T15:21:50.790,RETAIL,HK
SYN000000354,2020-12-24T02:54:56.219,RETAIL,SG
SYN000000355,2018-12-28T15:39:27.901,RETAIL,SG
SYN000000356,2015-04-30T16:23:54.912,RETAIL,SG
SYN000000357,2018-12-09T02:57:33.902,CORPORATE,SG
SYN000000358,2018-05-21T05:04:44.489,RETAIL,SG
SYN000000359,2025-09-09T05:16:16.996,RETAIL,IN
SYN000000360,2020-10-15T15:00:29.203,RETAIL,MY
SYN000000361,2018-04-15T05:37:46.803,RETAIL,SG
SYN000000362,2021-11-16T10:59:54.184,RETAIL,SG
SYN000000363,2025-07-19T15:31:22.005,RETAIL,SG
SYN000000364,2016-06-10T06:17:56.265,RETAIL,SG
SYN000000365,2020-08-19T00:00:49.756,RETAIL,IN
SYN000000366,2020-04-24T12:06:33.426,RETAIL,SG
SYN000000367,2022-09-10T13:57:55.397,PRIORITY,SG
SYN000000368,2022-01-27T10:12:21.503,PRIORITY,SG
SYN000000369,2019-05-21T22:03:45.186,RETAIL,HK
SYN000000370,2021-09-21T12:33:44.585,RETAIL,MY
SYN000000371,2025-12-21T09:01:55.648,RETAIL,SG
SYN000000372,2024-08-11T00:33:03.619,RETAIL,IN
SYN000000373,2020-08-12T10:49:12.255,RETAIL,SG
SYN000000374,2017-05-27T21:29:23.097,RETAIL,SG
SYN000000375,2022-02-21T12:49:52.343,CORPORATE,HK
SYN000000376,2024-03-08T17:39:05.307,RETAIL,SG
SYN000000377,2024-02-29T15:35:51.666,PRIORITY,IN
SYN000000378,2020-11-15T01:53:25.308,RETAIL,IN
SYN000000379,2019-03-10T20:54:21.430,RETAIL,SG
SYN000000380,2019-05-19T02:33:10.839,PRIORITY,SG
SYN000000381,2024-05-15T06:48:55.135,RETAIL,HK
SYN000000382,2020-08-20T10:17:39.811,RETAIL,SG
SYN000000383,2017-10-22T04:33:43.990,PRIORITY,MY
SYN000000384,2025-06-29T10:03:42.376,PRIORITY,MY
SYN000000385,2021-02-06T05:42:07.686,RETAIL,SG
SYN000000386,2024-05-21T14:52:49.164,PRIORITY,SG
SYN000000387,2022-05-16T22:48:10.812,CORPORATE,HK
SYN000000388,2019-07-31T08:09:10.495,RETAIL,SG
SYN000000389,2025-02-08T20:18:16.701,CORPORATE,HK
SYN000000390,2016-10-08T07:23:26.340,RETAIL,SG
SYN000000391,2017-10-11T07:38:56.453,RETAIL,SG
SYN000000392,2020-07-24T01:07:37.165,RETAIL,SG
SYN000000393,2022-07-03T16:33:18.179,RETAIL,HK
SYN000000394,2017-01-30T20:04:26.199,PRIORITY,SG
SYN000000395,2019-10-05T00:43:07.202,RETAIL,SG
SYN000000396,2015-07-21T13:35:27.052,RETAIL,MY
SYN000000397,2024-10-22T19:25:15.532,PRIORITY,SG
SYN000000398,2022-04-06T03:27:10.833,RETAIL,SG
SYN000000399,2024-12-05T12:34:50.377,PRIORITY,SG
SYN000000400,2025-02-25T15:34:28.158,PRIORITY,IN
SYN000000401,2021-03-19T06:33:56.736,PRIORITY,MY
SYN000000402,2017-03-04T21:44:52.651,CORPORATE,SG
SYN000000403,2017-10-10T05:32:22.942,RETAIL,SG
SYN000000404,2023-09-28T09:20:42.596,RETAIL,MY
SYN000000405,2016-04-18T12:11:06.992,RETAIL,MY
SYN000000406,2018-11-25T12:33:03.898,CORPORATE,SG
SYN000000407,2024-03-29T19:17:11.725,RETAIL,SG
SYN000000408,2019-06-10T14:23:22.039,RETAIL,SG
SYN000000409,2016-10-03T02:41:59.648,CORPORATE,SG
SYN000000410,2022-02-11T05:28:43.689,CORPORATE,IN
SYN000000411,2018-01-13T04:06:58.005,RETAIL,SG
SYN000000412,2018-07-12T23:48:54.913,RETAIL,MY
SYN000000413,2022-11-08T20:58:39.263,RETAIL,HK
SYN000000414,2025-07-26T13:55:29.338,RETAIL,SG
SYN000000415,2025-04-01T19:14:59.878,RETAIL,SG
SYN000000416,2018-07-03T19:08:18.737,RETAIL,SG
SYN000000417,2018-05-20T00:30:10.123,CORPORATE,MY
SYN000000418,2025-09-22T22:45:46.313,RETAIL,SG
SYN000000419,2025-04-01T21:55:48.362,RETAIL,SG
SYN000000420,2018-12-31T05:21:23.640,CORPORATE,SG
SYN000000421,2017-11-25T08:22:50.073,RETAIL,MY
SYN000000422,2018-12-28T23:00:18.940,CORPORATE,HK
SYN000000423,2018-04-11T18:46:52.432,RETAIL,MY
SYN000000424,2017-10-28T17:12:26.301,RETAIL,MY
SYN000000425,2018-07-29T17:44:31.534,PRIORITY,IN
SYN000000426,2015-12-09T21:27:03.939,PRIORITY,SG
SYN000000427,2022-07-13T17:17:42.525,PRIORITY,SG
SYN000000428,2015-12-11T11:11:46.915,PRIORITY,SG
SYN000000429,2020-12-27T11:15:03.629,RETAIL,SG
SYN000000430,2022-02-13T09:32:45.224,RETAIL,SG
SYN000000431,2022-10-01T11:17:03.102,RETAIL,HK
SYN000000432,2017-07-15T17:20:04.718,RETAIL,SG
SYN000000433,2015-07-07T14:34:46.657,PRIORITY,SG
SYN000000434,2018-03-24T16:24:26.324,PRIORITY,SG
SYN000000435,2017-11-07T04:00:43.501,RETAIL,SG
SYN000000436,2016-03-06T08:54:24.058,CORPORATE,SG
SYN000000437,2019-07-24T14:04:50.108,RETAIL,SG
SYN000000438,2025-09-16T05:25:56.055,PRIORITY,SG
SYN000000439,2019-03-26T22:23:11.614,RETAIL,SG
SYN000000440,2025-04-06T06:40:13.926,RETAIL,MY
SYN000000441,2021-07-05T15:10:07.646,CORPORATE,HK
SYN000000442,2017-03-28T12:36:33.310,PRIORITY,SG
SYN000000443,2017-03-08T22:16:41.435,PRIORITY,SG
SYN000000444,2020-11-30T09:49:18.993,CORPORATE,HK
