uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,country,latency_ms
0ly18e47-0640-2424-eyo0-96yl75977bz7,2026-07-01T12:29:20.568,payment-hub,FAILED,MT103,FAST,500-1000,GBP,**************9669,SG,47
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:28.730,gateway,OK,0200,FAST,0-500,SGD,**************0495,US,51
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:28.926,auth,OK,0200,FAST,0-500,SGD,**************0495,US,30
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:29.177,validation,OK,0200,FAST,0-500,SGD,**************0495,US,27
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:29.255,aml,OK,0200,FAST,0-500,SGD,**************0495,US,115
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:29.442,payment-hub,OK,0200,FAST,0-500,SGD,**************0495,US,122
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:29.491,core-banking,OK,0200,FAST,0-500,SGD,**************0495,US,200
9fo87j41-2661-8176-viu3-51ww29425zz7,2026-07-05T16:00:29.527,settlement,SETTLED,0200,FAST,0-500,SGD,**************0495,US,393
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:40.610,gateway,OK,MT103,FAST,1500-2000,GBP,**************3160,SG,30
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:40.860,auth,OK,MT103,FAST,1500-2000,GBP,**************3160,SG,54
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:40.915,validation,OK,MT103,FAST,1500-2000,GBP,**************3160,SG,118
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:41.006,aml,OK,MT103,FAST,1500-2000,GBP,**************3160,SG,258
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:41.070,payment-hub,OK,MT103,FAST,1500-2000,GBP,**************3160,SG,114
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:41.276,core-banking,OK,MT103,FAST,1500-2000,GBP,**************3160,SG,232
1cm30j03-8154-7194-cwn3-16gw78353qw6,2026-07-03T18:19:41.423,settlement,SETTLED,MT103,FAST,1500-2000,GBP,**************3160,SG,290
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:06.722,gateway,OK,MT103,FAST,0-500,SGD,**************3045,IN,26
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:06.843,auth,OK,MT103,FAST,0-500,SGD,**************3045,IN,57
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:06.975,validation,OK,MT103,FAST,0-500,SGD,**************3045,IN,113
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:07.063,aml,OK,MT103,FAST,0-500,SGD,**************3045,IN,266
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:07.276,payment-hub,OK,MT103,FAST,0-500,SGD,**************3045,IN,94
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:07.438,core-banking,OK,MT103,FAST,0-500,SGD,**************3045,IN,148
2sg40l82-7875-2209-fer1-52av01230nm5,2026-07-11T11:07:07.637,settlement,SETTLED,MT103,FAST,0-500,SGD,**************3045,IN,122
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:38.299,gateway,OK,pacs.008,SWIFT,500-1000,USD,**************4190,MY,46
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:38.451,auth,OK,pacs.008,SWIFT,500-1000,USD,**************4190,MY,44
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:38.530,validation,OK,pacs.008,SWIFT,500-1000,USD,**************4190,MY,79
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:38.641,aml,OK,pacs.008,SWIFT,500-1000,USD,**************4190,MY,230
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:38.895,payment-hub,OK,pacs.008,SWIFT,500-1000,USD,**************4190,MY,133
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:39.010,core-banking,OK,pacs.008,SWIFT,500-1000,USD,**************4190,MY,92
3vm48u46-5928-1446-msi8-16ig49605oh7,2026-07-03T05:25:39.081,settlement,SETTLED,pacs.008,SWIFT,500-1000,USD,**************4190,MY,363
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.069,gateway,OK,pacs.008,FAST,500-1000,SGD,**************1347,SG,17
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.161,auth,OK,pacs.008,FAST,500-1000,SGD,**************1347,SG,48
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.255,validation,OK,pacs.008,FAST,500-1000,SGD,**************1347,SG,52
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.298,aml,OK,pacs.008,FAST,500-1000,SGD,**************1347,SG,214
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.366,payment-hub,OK,pacs.008,FAST,500-1000,SGD,**************1347,SG,107
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.460,core-banking,OK,pacs.008,FAST,500-1000,SGD,**************1347,SG,202
2mj01p64-6726-7249-lut5-32qs77071al7,2026-07-06T23:03:18.553,settlement,SETTLED,pacs.008,FAST,500-1000,SGD,**************1347,SG,92
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.047,gateway,OK,0200,CARDS,500-1000,EUR,**************9671,SG,17
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.219,auth,OK,0200,CARDS,500-1000,EUR,**************9671,SG,29
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.276,validation,OK,0200,CARDS,500-1000,EUR,**************9671,SG,94
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.352,aml,OK,0200,CARDS,500-1000,EUR,**************9671,SG,123
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.514,payment-hub,OK,0200,CARDS,500-1000,EUR,**************9671,SG,91
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.563,core-banking,OK,0200,CARDS,500-1000,EUR,**************9671,SG,249
1es55y44-9594-9384-crw9-35qk57418ss8,2026-07-04T04:38:59.737,settlement,SETTLED,0200,CARDS,500-1000,EUR,**************9671,SG,361
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:48.695,gateway,OK,pacs.008,FAST,0-500,USD,**************8265,SG,37
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:48.773,auth,OK,pacs.008,FAST,0-500,USD,**************8265,SG,60
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:48.831,validation,OK,pacs.008,FAST,0-500,USD,**************8265,SG,84
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:48.922,aml,OK,pacs.008,FAST,0-500,USD,**************8265,SG,136
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:49.034,payment-hub,OK,pacs.008,FAST,0-500,USD,**************8265,SG,42
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:49.251,core-banking,OK,pacs.008,FAST,0-500,USD,**************8265,SG,193
1hi52a60-0325-8568-cyj4-79hl81095sh2,2026-07-09T11:07:49.446,settlement,SETTLED,pacs.008,FAST,0-500,USD,**************8265,SG,263
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:00:41.770,gateway,OK,pacs.008,FAST,500-1000,SGD,**************5102,IN,52
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:00:41.813,auth,OK,pacs.008,FAST,500-1000,SGD,**************5102,IN,72
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:00:42.088,validation,OK,pacs.008,FAST,500-1000,SGD,**************5102,IN,62
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:00:42.200,aml,OK,pacs.008,FAST,500-1000,SGD,**************5102,IN,149
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:00:42.297,payment-hub,OK,pacs.008,FAST,500-1000,SGD,**************5102,IN,128
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:00:42.382,core-banking,OK,pacs.008,FAST,500-1000,SGD,**************5102,IN,177
7pv28t91-2832-8865-ewr9-89to05156bt9,2026-07-02T17:01:12.417,settlement,SETTLED,pacs.008,FAST,500-1000,SGD,**************5102,IN,351
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:03.847,gateway,OK,pacs.008,FAST,0-500,SGD,**************7658,IN,19
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:03.932,auth,OK,pacs.008,FAST,0-500,SGD,**************7658,IN,49
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:04.077,validation,OK,pacs.008,FAST,0-500,SGD,**************7658,IN,107
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:04.135,aml,OK,pacs.008,FAST,0-500,SGD,**************7658,IN,291
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:04.290,payment-hub,OK,pacs.008,FAST,0-500,SGD,**************7658,IN,145
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:04.467,core-banking,OK,pacs.008,FAST,0-500,SGD,**************7658,IN,105
1kh93l86-9700-7146-kep3-05sl62103yg9,2026-07-12T03:15:04.582,settlement,SETTLED,pacs.008,FAST,0-500,SGD,**************7658,IN,213
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:16.903,gateway,OK,pacs.008,FAST,5000-5500,SGD,**************7170,US,47
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:17.073,auth,OK,pacs.008,FAST,5000-5500,SGD,**************7170,US,42
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:17.326,validation,OK,pacs.008,FAST,5000-5500,SGD,**************7170,US,104
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:47.335,aml,OK,pacs.008,FAST,5000-5500,SGD,**************7170,US,235
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:47.411,payment-hub,OK,pacs.008,FAST,5000-5500,SGD,**************7170,US,85
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:47.532,core-banking,OK,pacs.008,FAST,5000-5500,SGD,**************7170,US,130
9rx28e40-9759-5466-ylh4-05si18903rs9,2026-07-13T10:07:47.612,settlement,SETTLED,pacs.008,FAST,5000-5500,SGD,**************7170,US,334
5rf54l42-7208-6337-ixf5-96qp99778ox5,2026-07-08T11:13:46.958,gateway,OK,MT103,FAST,0-500,SGD,**************1863,US,51
5rf54l42-7208-6337-ixf5-96qp99778ox5,2026-07-08T11:13:47.037,auth,OK,MT103,FAST,0-500,SGD,**************1863,US,65
5rf54l42-7208-6337-ixf5-96qp99778ox5,2026-07-08T11:13:47.197,validation,OK,MT103,FAST,0-500,SGD,**************1863,US,104
5rf54l42-7208-6337-ixf5-96qp99778ox5,2026-07-08T11:13:47.263,aml,TIMEOUT,MT103,FAST,0-500,SGD,**************1863,US,30000
5rf54l42-7208-6337-ixf5-96qp99778ox5,2026-07-08T11:13:47.388,payment-hub,FAILED,MT103,FAST,0-500,SGD,**************1863,US,103
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:21.681,gateway,OK,MT103,SWIFT,0-500,INR,**************2367,SG,39
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:21.798,auth,OK,MT103,SWIFT,0-500,INR,**************2367,SG,50
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:21.983,validation,OK,MT103,SWIFT,0-500,INR,**************2367,SG,38
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:22.063,aml,OK,MT103,SWIFT,0-500,INR,**************2367,SG,144
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:22.137,payment-hub,OK,MT103,SWIFT,0-500,INR,**************2367,SG,135
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:22.275,core-banking,OK,MT103,SWIFT,0-500,INR,**************2367,SG,145
9dw86s21-7718-8243-wck6-48lm83977ko8,2026-07-01T19:24:22.472,settlement,SETTLED,MT103,SWIFT,0-500,INR,**************2367,SG,100
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.225,gateway,OK,pacs.008,FAST,0-500,SGD,**************8218,MY,36
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.349,auth,OK,pacs.008,FAST,0-500,SGD,**************8218,MY,73
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.510,validation,OK,pacs.008,FAST,0-500,SGD,**************8218,MY,43
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.567,aml,OK,pacs.008,FAST,0-500,SGD,**************8218,MY,298
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.658,payment-hub,OK,pacs.008,FAST,0-500,SGD,**************8218,MY,82
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.755,core-banking,OK,pacs.008,FAST,0-500,SGD,**************8218,MY,60
1rz71c32-9526-4340-fvk9-10bz46554sn9,2026-07-09T09:33:08.838,settlement,SETTLED,pacs.008,FAST,0-500,SGD,**************8218,MY,191
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:02.899,gateway,OK,pacs.008,FAST,0-500,USD,**************8009,HK,40
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:02.974,auth,OK,pacs.008,FAST,0-500,USD,**************8009,HK,26
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:03.177,validation,OK,pacs.008,FAST,0-500,USD,**************8009,HK,51
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:03.275,aml,OK,pacs.008,FAST,0-500,USD,**************8009,HK,48
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:03.440,payment-hub,OK,pacs.008,FAST,0-500,USD,**************8009,HK,35
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:03.572,core-banking,OK,pacs.008,FAST,0-500,USD,**************8009,HK,141
2mm04t94-5932-3979-onq5-84zn64975hj2,2026-07-09T13:08:03.616,settlement,SETTLED,pacs.008,FAST,0-500,USD,**************8009,HK,86
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:48.666,gateway,OK,MT103,SWIFT,2000-2500,SGD,**************0598,MY,50
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:48.785,auth,OK,MT103,SWIFT,2000-2500,SGD,**************0598,MY,68
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:48.938,validation,OK,MT103,SWIFT,2000-2500,SGD,**************0598,MY,65
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:48.995,aml,OK,MT103,SWIFT,2000-2500,SGD,**************0598,MY,195
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:49.163,payment-hub,OK,MT103,SWIFT,2000-2500,SGD,**************0598,MY,145
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:49.275,core-banking,OK,MT103,SWIFT,2000-2500,SGD,**************0598,MY,148
2nf03s85-8367-0861-wwc1-36wp63485qq7,2026-07-12T06:16:49.367,settlement,SETTLED,MT103,SWIFT,2000-2500,SGD,**************0598,MY,350
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:13.192,gateway,OK,pacs.008,CARDS,0-500,USD,**************3639,US,29
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:13.277,auth,OK,pacs.008,CARDS,0-500,USD,**************3639,US,66
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:13.413,validation,OK,pacs.008,CARDS,0-500,USD,**************3639,US,47
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:13.636,aml,OK,pacs.008,CARDS,0-500,USD,**************3639,US,62
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:13.704,payment-hub,OK,pacs.008,CARDS,0-500,USD,**************3639,US,83
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:14.025,core-banking,OK,pacs.008,CARDS,0-500,USD,**************3639,US,53
1jz08f22-6628-2417-rzk9-24yn74521zo3,2026-07-07T21:15:14.104,settlement,SETTLED,pacs.008,CARDS,0-500,USD,**************3639,US,271
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.199,gateway,OK,pacs.008,FAST,0-500,MYR,**************3200,MY,37
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.380,auth,OK,pacs.008,FAST,0-500,MYR,**************3200,MY,69
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.457,validation,OK,pacs.008,FAST,0-500,MYR,**************3200,MY,83
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.552,aml,OK,pacs.008,FAST,0-500,MYR,**************3200,MY,76
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.653,payment-hub,OK,pacs.008,FAST,0-500,MYR,**************3200,MY,66
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.864,core-banking,OK,pacs.008,FAST,0-500,MYR,**************3200,MY,72
7hy14e84-2633-8823-kxv9-60ql33800lo3,2026-07-11T19:00:15.938,settlement,SETTLED,pacs.008,FAST,0-500,MYR,**************3200,MY,223
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:20.676,gateway,OK,pacs.008,FAST,500-1000,MYR,**************1417,IN,32
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:20.875,auth,OK,pacs.008,FAST,500-1000,MYR,**************1417,IN,22
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:20.940,validation,OK,pacs.008,FAST,500-1000,MYR,**************1417,IN,54
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:21.037,aml,OK,pacs.008,FAST,500-1000,MYR,**************1417,IN,187
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:21.122,payment-hub,OK,pacs.008,FAST,500-1000,MYR,**************1417,IN,118
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:21.197,core-banking,OK,pacs.008,FAST,500-1000,MYR,**************1417,IN,110
0nn76k98-3999-7479-aaj9-17sy36630nm1,2026-07-13T15:30:21.271,settlement,SETTLED,pacs.008,FAST,500-1000,MYR,**************1417,IN,274
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:15.786,gateway,OK,MT103,SWIFT,500-1000,SGD,**************5525,GB,24
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:15.860,auth,OK,MT103,SWIFT,500-1000,SGD,**************5525,GB,62
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:15.947,validation,OK,MT103,SWIFT,500-1000,SGD,**************5525,GB,97
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:16.006,aml,OK,MT103,SWIFT,500-1000,SGD,**************5525,GB,293
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:16.074,payment-hub,OK,MT103,SWIFT,500-1000,SGD,**************5525,GB,85
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:16.134,core-banking,OK,MT103,SWIFT,500-1000,SGD,**************5525,GB,104
6ff91z52-3186-0248-alq0-48ab67042ht7,2026-07-13T07:33:16.171,settlement,SETTLED,MT103,SWIFT,500-1000,SGD,**************5525,GB,255
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:45.825,gateway,OK,MT103,SWIFT,500-1000,USD,**************3584,SG,22
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:45.904,auth,OK,MT103,SWIFT,500-1000,USD,**************3584,SG,69
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:45.954,validation,OK,MT103,SWIFT,500-1000,USD,**************3584,SG,61
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:46.095,aml,OK,MT103,SWIFT,500-1000,USD,**************3584,SG,167
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:46.226,payment-hub,OK,MT103,SWIFT,500-1000,USD,**************3584,SG,82
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:46.307,core-banking,OK,MT103,SWIFT,500-1000,USD,**************3584,SG,181
9bj37o24-2648-0459-gfw0-49pa62659jd1,2026-07-09T03:51:46.384,settlement,SETTLED,MT103,SWIFT,500-1000,USD,**************3584,SG,314
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:13:38.744,gateway,OK,0200,FAST,0-500,INR,**************4532,SG,49
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:13:38.801,auth,OK,0200,FAST,0-500,INR,**************4532,SG,70
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:13:38.914,validation,OK,0200,FAST,0-500,INR,**************4532,SG,36
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:14:08.935,aml,OK,0200,FAST,0-500,INR,**************4532,SG,149
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:14:09.042,payment-hub,OK,0200,FAST,0-500,INR,**************4532,SG,31
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:14:09.218,core-banking,OK,0200,FAST,0-500,INR,**************4532,SG,145
9xn95q90-6782-6188-kus8-83uq16158eu1,2026-07-04T07:14:09.280,settlement,SETTLED,0200,FAST,0-500,INR,**************4532,SG,373
5xt74y11-9790-5099-gdz7-82sb48964st0,2026-07-11T20:55:55.907,gateway,OK,pacs.008,FAST,500-1000,USD,**************8602,SG,56
5xt74y11-9790-5099-gdz7-82sb48964st0,2026-07-11T20:55:56.110,auth,OK,pacs.008,FAST,500-1000,USD,**************8602,SG,34
5xt74y11-9790-5099-gdz7-82sb48964st0,2026-07-11T20:55:56.231,validation,OK,pacs.008,FAST,500-1000,USD,**************8602,SG,106
5xt74y11-9790-5099-gdz7-82sb48964st0,2026-07-11T20:55:56.311,aml,TIMEOUT,pacs.008,FAST,500-1000,USD,**************8602,SG,30000
5xt74y11-9790-5099-gdz7-82sb48964st0,2026-07-11T20:55:56.399,payment-hub,FAILED,pacs.008,FAST,500-1000,USD,**************8602,SG,70
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:37:59.964,gateway,OK,MT103,CARDS,11000-11500,SGD,**************2970,SG,20
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:38:00.019,auth,OK,MT103,CARDS,11000-11500,SGD,**************2970,SG,65
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:38:00.056,validation,OK,MT103,CARDS,11000-11500,SGD,**************2970,SG,46
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:38:00.123,aml,OK,MT103,CARDS,11000-11500,SGD,**************2970,SG,259
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:38:00.173,payment-hub,OK,MT103,CARDS,11000-11500,SGD,**************2970,SG,75
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:38:00.233,core-banking,OK,MT103,CARDS,11000-11500,SGD,**************2970,SG,84
9uk85x31-8314-0110-jrt5-96ty06713cl5,2026-07-03T03:38:00.290,settlement,SETTLED,MT103,CARDS,11000-11500,SGD,**************2970,SG,235
5ml10e27-5210-4920-tkr9-79cq65065gr2,2026-07-02T08:39:12.127,gateway,OK,pacs.008,FAST,0-500,SGD,**************5027,SG,23
5ml10e27-5210-4920-tkr9-79cq65065gr2,2026-07-02T08:39:12.197,auth,OK,pacs.008,FAST,0-500,SGD,**************5027,SG,55
5ml10e27-5210-4920-tkr9-79cq65065gr2,2026-07-02T08:39:12.277,validation,OK,pacs.008,FAST,0-500,SGD,**************5027,SG,31
5ml10e27-5210-4920-tkr9-79cq65065gr2,2026-07-02T08:39:12.561,aml,TIMEOUT,pacs.008,FAST,0-500,SGD,**************5027,SG,30000
5ml10e27-5210-4920-tkr9-79cq65065gr2,2026-07-02T08:39:12.634,payment-hub,FAILED,pacs.008,FAST,0-500,SGD,**************5027,SG,126
