uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,country,latency_ms
5d517b6d-0c22-7cfc-9ae2-0544cd5493fa,2026-07-14T06:51:55.947,payment-hub,OK,pacs.008,FAST,232.49,USD,**************8225,GB,44
5d517b6d-0c22-7cfc-9ae2-0544cd5493fa,2026-07-14T06:51:56.204,core-banking,OK,pacs.008,FAST,232.49,USD,**************8225,GB,216
5d517b6d-0c22-7cfc-9ae2-0544cd5493fa,2026-07-14T06:51:56.275,settlement,SETTLED,pacs.008,FAST,232.49,USD,**************8225,GB,323
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.382,gateway,OK,MT103,SWIFT,673.86,EUR,**************2742,SG,53
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.478,auth,OK,MT103,SWIFT,673.86,EUR,**************2742,SG,32
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.574,validation,OK,MT103,SWIFT,673.86,EUR,**************2742,SG,55
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.686,aml,OK,MT103,SWIFT,673.86,EUR,**************2742,SG,84
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.768,payment-hub,OK,MT103,SWIFT,673.86,EUR,**************2742,SG,61
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.826,core-banking,OK,MT103,SWIFT,673.86,EUR,**************2742,SG,170
48df8a52-7e72-484c-646a-0b6700be70dd,2026-07-04T10:30:42.916,settlement,SETTLED,MT103,SWIFT,673.86,EUR,**************2742,SG,75
fda7f9f0-93e7-d61d-3d55-b572c1480b18,2026-07-12T06:45:58.404,gateway,OK,MT103,SWIFT,436.72,SGD,**************2711,SG,33
fda7f9f0-93e7-d61d-3d55-b572c1480b18,2026-07-12T06:45:58.457,auth,OK,MT103,SWIFT,436.72,SGD,**************2711,SG,24
fda7f9f0-93e7-d61d-3d55-b572c1480b18,2026-07-12T06:45:58.583,validation,OK,MT103,SWIFT,436.72,SGD,**************2711,SG,116
fda7f9f0-93e7-d61d-3d55-b572c1480b18,2026-07-12T06:45:58.839,aml,TIMEOUT,MT103,SWIFT,436.72,SGD,**************2711,SG,30000
fda7f9f0-93e7-d61d-3d55-b572c1480b18,2026-07-12T06:45:58.899,payment-hub,FAILED,MT103,SWIFT,436.72,SGD,**************2711,SG,135
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:17.819,gateway,OK,pacs.008,SWIFT,282.62,USD,**************6394,IN,41
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:17.889,auth,OK,pacs.008,SWIFT,282.62,USD,**************6394,IN,22
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:18.063,validation,OK,pacs.008,SWIFT,282.62,USD,**************6394,IN,89
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:18.188,aml,OK,pacs.008,SWIFT,282.62,USD,**************6394,IN,84
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:18.267,payment-hub,OK,pacs.008,SWIFT,282.62,USD,**************6394,IN,37
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:18.333,core-banking,OK,pacs.008,SWIFT,282.62,USD,**************6394,IN,201
01df0957-197e-585d-09a6-19f0d5da932d,2026-07-09T12:43:18.459,settlement,SETTLED,pacs.008,SWIFT,282.62,USD,**************6394,IN,362
a1de5c3a-3c2a-2af8-2e0b-63e518c91aa6,2026-07-09T10:15:49.430,gateway,OK,pacs.008,CARDS,787.84,USD,**************2795,SG,22
a1de5c3a-3c2a-2af8-2e0b-63e518c91aa6,2026-07-09T10:15:49.515,auth,OK,pacs.008,CARDS,787.84,USD,**************2795,SG,88
a1de5c3a-3c2a-2af8-2e0b-63e518c91aa6,2026-07-09T10:15:49.602,validation,REJECTED,pacs.008,CARDS,787.84,USD,**************2795,SG,42
27390220-bd0c-262b-bcb3-44eb431851af,2026-07-04T02:08:40.207,gateway,OK,pacs.008,SWIFT,2251.5,USD,**************6224,SG,45
27390220-bd0c-262b-bcb3-44eb431851af,2026-07-04T02:08:40.308,auth,OK,pacs.008,SWIFT,2251.5,USD,**************6224,SG,36
27390220-bd0c-262b-bcb3-44eb431851af,2026-07-04T02:08:40.411,validation,REJECTED,pacs.008,SWIFT,2251.5,USD,**************6224,SG,26
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.076,gateway,OK,0200,FAST,980.05,SGD,**************6600,US,46
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.145,auth,OK,0200,FAST,980.05,SGD,**************6600,US,28
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.320,validation,OK,0200,FAST,980.05,SGD,**************6600,US,80
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.619,aml,OK,0200,FAST,980.05,SGD,**************6600,US,184
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.675,payment-hub,OK,0200,FAST,980.05,SGD,**************6600,US,143
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.752,core-banking,OK,0200,FAST,980.05,SGD,**************6600,US,95
2db0da65-d5df-cfc9-84b4-97954e18db1b,2026-07-10T03:13:42.822,settlement,SETTLED,0200,FAST,980.05,SGD,**************6600,US,355
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.308,gateway,OK,pacs.008,FAST,571.44,SGD,**************8146,IN,17
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.372,auth,OK,pacs.008,FAST,571.44,SGD,**************8146,IN,71
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.431,validation,OK,pacs.008,FAST,571.44,SGD,**************8146,IN,42
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.545,aml,OK,pacs.008,FAST,571.44,SGD,**************8146,IN,91
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.739,payment-hub,OK,pacs.008,FAST,571.44,SGD,**************8146,IN,133
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.804,core-banking,OK,pacs.008,FAST,571.44,SGD,**************8146,IN,121
01696fc9-cd8e-a86a-cbbd-cd985eb651ce,2026-07-08T05:45:54.989,settlement,SETTLED,pacs.008,FAST,571.44,SGD,**************8146,IN,236
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:28.457,gateway,OK,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,44
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:28.528,auth,OK,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,27
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:28.633,validation,OK,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,69
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:28.836,aml,OK,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,44
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:28.925,payment-hub,OK,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,145
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:29.214,core-banking,OK,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,122
47c9bd87-ea35-5ce8-e25e-1196c4d2649b,2026-07-01T21:33:29.257,settlement,SETTLED,pacs.008,SWIFT,1622.38,SGD,**************6929,MY,192
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:36:41.556,gateway,OK,MT103,FAST,89.06,EUR,**************7221,IN,34
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:36:41.697,auth,OK,MT103,FAST,89.06,EUR,**************7221,IN,88
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:36:41.793,validation,OK,MT103,FAST,89.06,EUR,**************7221,IN,61
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:37:11.810,aml,OK,MT103,FAST,89.06,EUR,**************7221,IN,238
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:37:11.862,payment-hub,OK,MT103,FAST,89.06,EUR,**************7221,IN,78
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:37:11.948,core-banking,OK,MT103,FAST,89.06,EUR,**************7221,IN,86
95df17fc-5133-43fb-0264-c8d9be72a169,2026-07-10T03:37:12.041,settlement,SETTLED,MT103,FAST,89.06,EUR,**************7221,IN,300
cbf9855a-1aab-3d29-3a4c-f1c0d0722bbf,2026-07-01T19:34:47.240,gateway,OK,pacs.008,FAST,259.0,SGD,**************9054,SG,55
cbf9855a-1aab-3d29-3a4c-f1c0d0722bbf,2026-07-01T19:34:47.318,auth,OK,pacs.008,FAST,259.0,SGD,**************9054,SG,63
cbf9855a-1aab-3d29-3a4c-f1c0d0722bbf,2026-07-01T19:34:47.382,validation,OK,pacs.008,FAST,259.0,SGD,**************9054,SG,120
cbf9855a-1aab-3d29-3a4c-f1c0d0722bbf,2026-07-01T19:34:47.518,aml,TIMEOUT,pacs.008,FAST,259.0,SGD,**************9054,SG,30000
cbf9855a-1aab-3d29-3a4c-f1c0d0722bbf,2026-07-01T19:34:47.590,payment-hub,FAILED,pacs.008,FAST,259.0,SGD,**************9054,SG,150
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:32.780,gateway,OK,pacs.008,SWIFT,194.54,SGD,**************7160,SG,53
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:32.854,auth,OK,pacs.008,SWIFT,194.54,SGD,**************7160,SG,67
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:32.951,validation,OK,pacs.008,SWIFT,194.54,SGD,**************7160,SG,49
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:33.005,aml,OK,pacs.008,SWIFT,194.54,SGD,**************7160,SG,265
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:33.089,payment-hub,OK,pacs.008,SWIFT,194.54,SGD,**************7160,SG,95
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:33.167,core-banking,OK,pacs.008,SWIFT,194.54,SGD,**************7160,SG,149
110073c8-8922-aadf-eda6-680d0e08d01d,2026-07-06T02:19:33.245,settlement,SETTLED,pacs.008,SWIFT,194.54,SGD,**************7160,SG,70
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:27.728,gateway,OK,MT103,FAST,253.38,EUR,**************0855,HK,19
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:27.885,auth,OK,MT103,FAST,253.38,EUR,**************0855,HK,30
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:28.044,validation,OK,MT103,FAST,253.38,EUR,**************0855,HK,51
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:28.179,aml,OK,MT103,FAST,253.38,EUR,**************0855,HK,50
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:28.260,payment-hub,OK,MT103,FAST,253.38,EUR,**************0855,HK,114
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:28.319,core-banking,OK,MT103,FAST,253.38,EUR,**************0855,HK,136
d52e7173-06cc-643a-223e-6cc6aa11dde7,2026-07-14T13:37:28.538,settlement,SETTLED,MT103,FAST,253.38,EUR,**************0855,HK,272
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.538,gateway,OK,MT103,SWIFT,851.79,SGD,**************5635,SG,57
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.597,auth,OK,MT103,SWIFT,851.79,SGD,**************5635,SG,81
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.693,validation,OK,MT103,SWIFT,851.79,SGD,**************5635,SG,79
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.770,aml,OK,MT103,SWIFT,851.79,SGD,**************5635,SG,150
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.817,payment-hub,OK,MT103,SWIFT,851.79,SGD,**************5635,SG,127
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.895,core-banking,OK,MT103,SWIFT,851.79,SGD,**************5635,SG,76
eeba9f38-bea3-538d-e882-fae3171623cc,2026-07-09T05:42:21.994,settlement,SETTLED,MT103,SWIFT,851.79,SGD,**************5635,SG,193
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:02.925,gateway,OK,pacs.008,FAST,588.9,SGD,**************5235,SG,25
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:03.078,auth,OK,pacs.008,FAST,588.9,SGD,**************5235,SG,32
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:03.141,validation,OK,pacs.008,FAST,588.9,SGD,**************5235,SG,114
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:03.189,aml,OK,pacs.008,FAST,588.9,SGD,**************5235,SG,58
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:03.353,payment-hub,OK,pacs.008,FAST,588.9,SGD,**************5235,SG,82
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:33.375,core-banking,OK,pacs.008,FAST,588.9,SGD,**************5235,SG,173
ba3864bb-f1e1-0639-8d59-226ae3e3ffc9,2026-07-05T07:53:33.402,settlement,SETTLED,pacs.008,FAST,588.9,SGD,**************5235,SG,363
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:18.664,gateway,OK,pacs.008,FAST,10634.29,USD,**************6886,IN,31
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:18.746,auth,OK,pacs.008,FAST,10634.29,USD,**************6886,IN,70
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:18.804,validation,OK,pacs.008,FAST,10634.29,USD,**************6886,IN,35
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:18.898,aml,OK,pacs.008,FAST,10634.29,USD,**************6886,IN,165
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:19.137,payment-hub,OK,pacs.008,FAST,10634.29,USD,**************6886,IN,53
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:19.322,core-banking,OK,pacs.008,FAST,10634.29,USD,**************6886,IN,165
92d7194f-fa77-3c32-1c97-566473098641,2026-07-09T15:52:19.420,settlement,SETTLED,pacs.008,FAST,10634.29,USD,**************6886,IN,301
9cae754d-4a54-eab5-638b-96c2bccc76b8,2026-07-04T10:08:59.133,gateway,OK,pacs.008,SWIFT,635.91,INR,**************1537,SG,33
9cae754d-4a54-eab5-638b-96c2bccc76b8,2026-07-04T10:08:59.218,auth,OK,pacs.008,SWIFT,635.91,INR,**************1537,SG,52
9cae754d-4a54-eab5-638b-96c2bccc76b8,2026-07-04T10:08:59.285,validation,OK,pacs.008,SWIFT,635.91,INR,**************1537,SG,51
9cae754d-4a54-eab5-638b-96c2bccc76b8,2026-07-04T10:09:29.294,aml,OK,pacs.008,SWIFT,635.91,INR,**************1537,SG,226
9cae754d-4a54-eab5-638b-96c2bccc76b8,2026-07-04T10:09:29.545,payment-hub,OK,pacs.008,SWIFT,635.91,INR,**************1537,SG,30
9cae754d-4a54-eab5-638b-96c2bccc76b8,2026-07-04T10:09:29.797,core-banking,OK,pacs.008,SWIFT,635.91,INR,**************1537,SG,122
